subject,activity,variable,mean
3,STANDING,fBodyAccl_JerkStdv-Y,-0.9439485472131147
3,STANDING,fBodyAccl_JerkStdv-Z,-0.9755959495081967
3,STANDING,fBodyAccl_MagMean,-0.9269689322950819
3,STANDING,fBodyAccl_MagMeanFreq,-3.3275396737705246e-4
3,STANDING,fBodyAccl_MagStdv,-0.9218360765573771
3,STANDING,fBodyAccl_Mean-X,-0.9601234095081967
3,STANDING,fBodyAccl_Mean-Y,-0.9080753537704918
3,STANDING,fBodyAccl_Mean-Z,-0.9395077352459016
3,STANDING,fBodyAccl_MeanFreq-X,-0.08702483219508197
3,STANDING,fBodyAccl_MeanFreq-Y,-0.12818013006557377
3,STANDING,fBodyAccl_MeanFreq-Z,0.007718978786885245
3,STANDING,fBodyAccl_Stdv-X,-0.9699312873770491
3,STANDING,fBodyAccl_Stdv-Y,-0.8924343485245901
3,STANDING,fBodyAccl_Stdv-Z,-0.9048012545901639
3,STANDING,fBodyGyro_JerkMagMean,-0.9603317178688524
3,STANDING,fBodyGyro_JerkMagMeanFreq,-0.02063078179508197
3,STANDING,fBodyGyro_JerkMagStdv,-0.9571215104918033
3,STANDING,fBodyGyro_MagMean,-0.9136823626229508
3,STANDING,fBodyGyro_MagMeanFreq,-0.3098221614229508
3,STANDING,fBodyGyro_MagStdv,-0.8834397180327869
3,STANDING,fBodyGyro_Mean-X,-0.9012822675409836
3,STANDING,fBodyGyro_Mean-Y,-0.9377111572131147
3,STANDING,fBodyGyro_Mean-Z,-0.916172537704918
3,STANDING,fBodyGyro_MeanFreq-X,-0.29710744165409836
3,STANDING,fBodyGyro_MeanFreq-Y,-0.3160112070262295
3,STANDING,fBodyGyro_MeanFreq-Z,-0.22912009106754097
3,STANDING,fBodyGyro_Stdv-X,-0.9019856724590164
3,STANDING,fBodyGyro_Stdv-Y,-0.923125941147541
3,STANDING,fBodyGyro_Stdv-Z,-0.9197438460655738
3,STANDING,tBodyAccl_JerkMagMean,-0.9593038403278689
3,STANDING,tBodyAccl_JerkMagStdv,-0.9487700432786885
3,STANDING,tBodyAccl_JerkMean-X,0.07509006222770492
3,STANDING,tBodyAccl_JerkMean-Y,0.007716636445901639
3,STANDING,tBodyAccl_JerkMean-Z,-0.008071779341147542
3,STANDING,tBodyAccl_JerkStdv-X,-0.9570864893442623
3,STANDING,tBodyAccl_JerkStdv-Y,-0.9416867857377049
3,STANDING,tBodyAccl_JerkStdv-Z,-0.9730596349180328
3,STANDING,tBodyAccl_MagMean,-0.9254308190163935
3,STANDING,tBodyAccl_MagStdv,-0.9151433036065574
3,STANDING,tBodyAccl_Mean-X,0.2800465132786885
3,STANDING,tBodyAccl_Mean-Y,-0.014337655506557377
3,STANDING,tBodyAccl_Mean-Z,-0.10162172263314755
3,STANDING,tBodyAccl_Stdv-X,-0.9667425429508196
3,STANDING,tBodyAccl_Stdv-Y,-0.8934493072131148
3,STANDING,tBodyAccl_Stdv-Z,-0.9114190150819672
3,STANDING,tBodyGyro_JerkMagMean,-0.9623393396721311
3,STANDING,tBodyGyro_JerkMagStdv,-0.9576797668852459
3,STANDING,tBodyGyro_JerkMean-X,-0.09946026206557378
3,STANDING,tBodyGyro_JerkMean-Y,-0.047241581901639344
3,STANDING,tBodyGyro_JerkMean-Z,-0.041683215668852455
3,STANDING,tBodyGyro_JerkStdv-X,-0.9409376424590163
3,STANDING,tBodyGyro_JerkStdv-Y,-0.9684337478688525
3,STANDING,tBodyGyro_JerkStdv-Z,-0.9582930118032786
3,STANDING,tBodyGyro_MagMean,-0.8920893493442623
3,STANDING,tBodyGyro_MagStdv,-0.8821252214754098
3,STANDING,tBodyGyro_Mean-X,-0.02466260707704918
3,STANDING,tBodyGyro_Mean-Y,-0.058510191826229505
3,STANDING,tBodyGyro_Mean-Z,0.06652620540983606
3,STANDING,tBodyGyro_Stdv-X,-0.9004622275409836
3,STANDING,tBodyGyro_Stdv-Y,-0.9277886181967213
3,STANDING,tBodyGyro_Stdv-Z,-0.9123640814754098
3,STANDING,tGravAccl_MagMean,-0.9254308190163935
3,STANDING,tGravAccl_MagStdv,-0.9151433036065574
3,STANDING,tGravAccl_Mean-X,0.9350307785245902
3,STANDING,tGravAccl_Mean-Y,-0.30173513032786886
3,STANDING,tGravAccl_Mean-Z,0.02476310675245902
3,STANDING,tGravAccl_Stdv-X,-0.9820204280327869
3,STANDING,tGravAccl_Stdv-Y,-0.9574253218032787
3,STANDING,tGravAccl_Stdv-Z,-0.9281615773770492
3,WALKING,fBodyAccl_JerkMagMean,-0.18676451696551724
3,WALKING,fBodyAccl_JerkMagMeanFreq,-0.11716398312068965
3,WALKING,fBodyAccl_JerkMagStdv,-0.08985199040448276
3,WALKING,fBodyAccl_JerkMean-X,-0.3046944425517241
3,WALKING,fBodyAccl_JerkMean-Y,-0.14050859022413795
3,WALKING,fBodyAccl_JerkMean-Z,-0.5141372553448276
3,WALKING,fBodyAccl_JerkMeanFreq-X,-0.21604266810344827
3,WALKING,fBodyAccl_JerkMeanFreq-Y,-0.258667984862069
3,WALKING,fBodyAccl_JerkMeanFreq-Z,-0.3469466481034483
3,WALKING,fBodyAccl_JerkStdv-X,-0.2965966331034483
3,WALKING,fBodyAccl_JerkStdv-Y,-0.005614987553620689
3,WALKING,fBodyAccl_JerkStdv-Z,-0.5435291081034482
3,WALKING,fBodyAccl_MagMean,-0.2900315351724138
3,WALKING,fBodyAccl_MagMeanFreq,0.1134943128362069
3,WALKING,fBodyAccl_MagStdv,-0.45637308086206896
3,WALKING,fBodyAccl_Mean-X,-0.3166140116896552
3,WALKING,fBodyAccl_Mean-Y,-0.08130243532758621
3,WALKING,fBodyAccl_Mean-Z,-0.41237407448275865
3,WALKING,fBodyAccl_MeanFreq-X,-0.24661419661896553
3,WALKING,fBodyAccl_MeanFreq-Y,0.17174300301724138
3,WALKING,fBodyAccl_MeanFreq-Z,0.07485365573775862
3,WALKING,fBodyAccl_Stdv-X,-0.37927678120689656
3,WALKING,fBodyAccl_Stdv-Y,-0.12403083200172414
3,WALKING,fBodyAccl_Stdv-Z,-0.42299847396551726
3,WALKING,fBodyGyro_JerkMagMean,-0.6077516460344827
3,WALKING,fBodyGyro_JerkMagMeanFreq,0.04576229575862069
3,WALKING,fBodyGyro_JerkMagStdv,-0.5490870079310345
3,WALKING,fBodyGyro_MagMean,-0.5697557722413793
3,WALKING,fBodyGyro_MagMeanFreq,0.18094646303448275
3,WALKING,fBodyGyro_MagStdv,-0.6326432929310345
3,WALKING,fBodyGyro_Mean-X,-0.43784576379310347
3,WALKING,fBodyGyro_Mean-Y,-0.5615262653448276
3,WALKING,fBodyGyro_Mean-Z,-0.4181262174137931
3,WALKING,fBodyGyro_MeanFreq-X,0.03375969012931035
3,WALKING,fBodyGyro_MeanFreq-Y,-0.0379896505362069
3,WALKING,fBodyGyro_MeanFreq-Z,-0.04450797389137931
3,WALKING,fBodyGyro_Stdv-X,-0.6151213698275863
3,WALKING,fBodyGyro_Stdv-Y,-0.5688886734482759
3,WALKING,fBodyGyro_Stdv-Z,-0.5458963881034483
3,WALKING,tBodyAccl_JerkMagMean,-0.2800093174137931
3,WALKING,tBodyAccl_JerkMagStdv,-0.13991635532586208
3,WALKING,tBodyAccl_JerkMean-X,0.08147458826603449
3,WALKING,tBodyAccl_JerkMean-Y,0.010059148500000002
3,WALKING,tBodyAccl_JerkMean-Z,-0.005622645948275862
3,WALKING,tBodyAccl_JerkStdv-X,-0.26867964387931037
3,WALKING,tBodyAccl_JerkStdv-Y,-0.04496195942586207
3,WALKING,tBodyAccl_JerkStdv-Z,-0.5294861163793103
3,WALKING,tBodyAccl_MagMean,-0.25469033327586205
3,WALKING,tBodyAccl_MagStdv,-0.3284289365517241
3,WALKING,tBodyAccl_Mean-X,0.27556746206896554
3,WALKING,tBodyAccl_Mean-Y,-0.01717678442034483
3,WALKING,tBodyAccl_Mean-Z,-0.11267485982758621
3,WALKING,tBodyAccl_Stdv-X,-0.36035672603448277
3,WALKING,tBodyAccl_Stdv-Y,-0.06991406521034482
3,WALKING,tBodyAccl_Stdv-Z,-0.38741199431034484
3,WALKING,tBodyGyro_JerkMagMean,-0.5661352179310345
3,WALKING,tBodyGyro_JerkMagStdv,-0.567371560862069
3,WALKING,tBodyGyro_JerkMean-X,-0.09523981650172414
3,WALKING,tBodyGyro_JerkMean-Y,-0.03878746517241379
3,WALKING,tBodyGyro_JerkMean-Z,-0.050361610081551725
3,WALKING,tBodyGyro_JerkStdv-X,-0.3859229860344828
3,WALKING,tBodyGyro_JerkStdv-Y,-0.639087984137931
3,WALKING,tBodyGyro_JerkStdv-Z,-0.5366640803448276
3,WALKING,tBodyGyro_MagMean,-0.466411754137931
3,WALKING,tBodyGyro_MagStdv,-0.5615106832758621
3,WALKING,tBodyGyro_Mean-X,-0.02564051925172414
3,WALKING,tBodyGyro_Mean-Y,-0.07791509374137931
3,WALKING,tBodyGyro_Mean-Z,0.08134859428275862
3,WALKING,tBodyGyro_Stdv-X,-0.5718695601724137
3,WALKING,tBodyGyro_Stdv-Y,-0.5637932601724138
3,WALKING,tBodyGyro_Stdv-Z,-0.47669641155172415
3,WALKING,tGravAccl_MagMean,-0.25469033327586205
3,WALKING,tGravAccl_MagStdv,-0.3284289365517241
3,WALKING,tGravAccl_Mean-X,0.936506743275862
3,WALKING,tGravAccl_Mean-Y,-0.2619863579310345
3,WALKING,tGravAccl_Mean-Z,-0.1381078662586207
3,WALKING,tGravAccl_Stdv-X,-0.9777715913793104
3,WALKING,tGravAccl_Stdv-Y,-0.9623556394827586
3,WALKING,tGravAccl_Stdv-Z,-0.952091795
3,WALKING_DOWNSTAIRS,fBodyAccl_JerkMagMean,-0.04947797732244898
3,WALKING_DOWNSTAIRS,fBodyAccl_JerkMagMeanFreq,0.04349678412183673
3,WALKING_DOWNSTAIRS,fBodyAccl_JerkMagStdv,-0.15910228801836734
3,WALKING_DOWNSTAIRS,fBodyAccl_JerkMean-X,-0.09067071251020407
3,WALKING_DOWNSTAIRS,fBodyAccl_JerkMean-Y,-0.13593854263265306
3,WALKING_DOWNSTAIRS,fBodyAccl_JerkMean-Z,-0.5290594506122449
3,WALKING_DOWNSTAIRS,fBodyAccl_JerkMeanFreq-X,-0.2295994325102041
3,WALKING_DOWNSTAIRS,fBodyAccl_JerkMeanFreq-Y,-0.3560233069387755
3,WALKING_DOWNSTAIRS,fBodyAccl_JerkMeanFreq-Z,-0.274421716
3,WALKING_DOWNSTAIRS,fBodyAccl_JerkStdv-X,-0.1654428986857143
3,WALKING_DOWNSTAIRS,fBodyAccl_JerkStdv-Y,-0.1477282400619796
3,WALKING_DOWNSTAIRS,fBodyAccl_JerkStdv-Z,-0.6135250742857142
3,WALKING_DOWNSTAIRS,fBodyAccl_MagMean,0.028941319561224487
3,WALKING_DOWNSTAIRS,fBodyAccl_MagMeanFreq,0.043961668630612245
3,WALKING_DOWNSTAIRS,fBodyAccl_MagStdv,-0.23384942212040816
3,WALKING_DOWNSTAIRS,fBodyAccl_Mean-X,-0.0421706943244898
3,WALKING_DOWNSTAIRS,fBodyAccl_Mean-Y,-0.007700483002040816
3,WALKING_DOWNSTAIRS,fBodyAccl_Mean-Z,-0.40445241428571427
3,WALKING_DOWNSTAIRS,fBodyAccl_MeanFreq-X,-0.3258636947306122
3,WALKING_DOWNSTAIRS,fBodyAccl_MeanFreq-Y,0.05290652411020408
3,WALKING_DOWNSTAIRS,fBodyAccl_MeanFreq-Z,-0.05660030448408163
3,WALKING_DOWNSTAIRS,fBodyAccl_Stdv-X,-0.06544171926530612
3,WALKING_DOWNSTAIRS,fBodyAccl_Stdv-Y,-0.10972235432244898
3,WALKING_DOWNSTAIRS,fBodyAccl_Stdv-Z,-0.3897230340612245
3,WALKING_DOWNSTAIRS,fBodyGyro_JerkMagMean,-0.5762771993877551
3,WALKING_DOWNSTAIRS,fBodyGyro_JerkMagMeanFreq,0.06544443608163265
3,WALKING_DOWNSTAIRS,fBodyGyro_JerkMagStdv,-0.6249108206122449
3,WALKING_DOWNSTAIRS,fBodyGyro_MagMean,-0.3323766293714286
3,WALKING_DOWNSTAIRS,fBodyGyro_MagMeanFreq,-0.051669955009363264
3,WALKING_DOWNSTAIRS,fBodyGyro_MagStdv,-0.32244082702040816
3,WALKING_DOWNSTAIRS,fBodyGyro_Mean-X,-0.12906657429591836
3,WALKING_DOWNSTAIRS,fBodyGyro_Mean-Y,-0.5426941640816326
3,WALKING_DOWNSTAIRS,fBodyGyro_Mean-Z,-0.3028664611795918
3,WALKING_DOWNSTAIRS,fBodyGyro_MeanFreq-X,-0.1598886211877551
3,WALKING_DOWNSTAIRS,fBodyGyro_MeanFreq-Y,-0.10997245813265306
3,WALKING_DOWNSTAIRS,fBodyGyro_MeanFreq-Z,0.0910072841755102
3,WALKING_DOWNSTAIRS,fBodyGyro_Stdv-X,-0.3086303310510204
3,WALKING_DOWNSTAIRS,fBodyGyro_Stdv-Y,-0.5530945402040817
3,WALKING_DOWNSTAIRS,fBodyGyro_Stdv-Z,-0.5481643132653061
3,WALKING_DOWNSTAIRS,tBodyAccl_JerkMagMean,-0.20523924665306123
3,WALKING_DOWNSTAIRS,tBodyAccl_JerkMagStdv,-0.09263244945306122
3,WALKING_DOWNSTAIRS,tBodyAccl_JerkMean-X,0.0725689294489796
3,WALKING_DOWNSTAIRS,tBodyAccl_JerkMean-Y,0.010970776918367349
3,WALKING_DOWNSTAIRS,tBodyAccl_JerkMean-Z,-0.0020272797814285693
3,WALKING_DOWNSTAIRS,tBodyAccl_JerkStdv-X,-0.0858010042244898
3,WALKING_DOWNSTAIRS,tBodyAccl_JerkStdv-Y,-0.11143919497959183
3,WALKING_DOWNSTAIRS,tBodyAccl_JerkStdv-Z,-0.5717352430612245
3,WALKING_DOWNSTAIRS,tBodyAccl_MagMean,-0.06281261182836735
3,WALKING_DOWNSTAIRS,tBodyAccl_MagStdv,-0.041134007846938776
3,WALKING_DOWNSTAIRS,tBodyAccl_Mean-X,0.2924234846938775
3,WALKING_DOWNSTAIRS,tBodyAccl_Mean-Y,-0.019355407932857144
3,WALKING_DOWNSTAIRS,tBodyAccl_Mean-Z,-0.11613984290816326
3,WALKING_DOWNSTAIRS,tBodyAccl_Stdv-X,-0.05741004751020408
3,WALKING_DOWNSTAIRS,tBodyAccl_Stdv-Y,-0.03315037233877551
3,WALKING_DOWNSTAIRS,tBodyAccl_Stdv-Z,-0.36224024548979594
3,WALKING_DOWNSTAIRS,tBodyGyro_JerkMagMean,-0.5085675771428572
3,WALKING_DOWNSTAIRS,tBodyGyro_JerkMagStdv,-0.5839192110204081
3,WALKING_DOWNSTAIRS,tBodyGyro_JerkMean-X,-0.07787016502857143
3,WALKING_DOWNSTAIRS,tBodyGyro_JerkMean-Y,-0.039156793095918366
3,WALKING_DOWNSTAIRS,tBodyGyro_JerkMean-Z,-0.0416193131122449
3,WALKING_DOWNSTAIRS,tBodyGyro_JerkStdv-X,-0.2856831623469388
3,WALKING_DOWNSTAIRS,tBodyGyro_JerkStdv-Y,-0.6809473381632654
3,WALKING_DOWNSTAIRS,tBodyGyro_JerkStdv-Z,-0.37460541230612243
3,WALKING_DOWNSTAIRS,tBodyGyro_MagMean,-0.21529450124489796
3,WALKING_DOWNSTAIRS,tBodyGyro_MagStdv,-0.2457946993469388
3,WALKING_DOWNSTAIRS,tBodyGyro_Mean-X,-0.1315732764510204
3,WALKING_DOWNSTAIRS,tBodyGyro_Mean-Y,-0.013935804395918369
3,WALKING_DOWNSTAIRS,tBodyGyro_Mean-Z,0.12382673835306122
3,WALKING_DOWNSTAIRS,tBodyGyro_Stdv-X,-0.2616534140142857
3,WALKING_DOWNSTAIRS,tBodyGyro_Stdv-Y,-0.5467403879591837
3,WALKING_DOWNSTAIRS,tBodyGyro_Stdv-Z,-0.4423077675510204
3,WALKING_DOWNSTAIRS,tGravAccl_MagMean,-0.06281261182836735
3,WALKING_DOWNSTAIRS,tGravAccl_MagStdv,-0.041134007846938776
3,WALKING_DOWNSTAIRS,tGravAccl_Mean-X,0.9390577877551021
3,WALKING_DOWNSTAIRS,tGravAccl_Mean-Y,-0.2288292142857143
3,WALKING_DOWNSTAIRS,tGravAccl_Mean-Z,-0.10235275804081632
3,WALKING_DOWNSTAIRS,tGravAccl_Stdv-X,-0.9500611295918368
3,WALKING_DOWNSTAIRS,tGravAccl_Stdv-Y,-0.946094637755102
3,WALKING_DOWNSTAIRS,tGravAccl_Stdv-Z,-0.899943947755102
3,WALKING_UPSTAIRS,fBodyAccl_JerkMagMean,-0.41292089847457625
3,WALKING_UPSTAIRS,fBodyAccl_JerkMagMeanFreq,0.09049440915254238
3,WALKING_UPSTAIRS,fBodyAccl_JerkMagStdv,-0.4806092022033898
3,WALKING_UPSTAIRS,fBodyAccl_JerkMean-X,-0.47843430627118644
3,WALKING_UPSTAIRS,fBodyAccl_JerkMean-Y,-0.28377254747101693
3,WALKING_UPSTAIRS,fBodyAccl_JerkMean-Z,-0.6773145340677966
3,WALKING_UPSTAIRS,fBodyAccl_JerkMeanFreq-X,-0.325151127440678
3,WALKING_UPSTAIRS,fBodyAccl_JerkMeanFreq-Y,-0.4537898203559322
3,WALKING_UPSTAIRS,fBodyAccl_JerkMeanFreq-Z,-0.44266413627118645
3,WALKING_UPSTAIRS,fBodyAccl_JerkStdv-X,-0.48644650966101693
3,WALKING_UPSTAIRS,fBodyAccl_JerkStdv-Y,-0.2681915236440678
3,WALKING_UPSTAIRS,fBodyAccl_JerkStdv-Z,-0.7387058638983051
3,WALKING_UPSTAIRS,fBodyAccl_MagMean,-0.31586607949152545
3,WALKING_UPSTAIRS,fBodyAccl_MagMeanFreq,0.023821874533898304
3,WALKING_UPSTAIRS,fBodyAccl_MagStdv,-0.44799436915254237
3,WALKING_UPSTAIRS,fBodyAccl_Mean-X,-0.39200421147457626
3,WALKING_UPSTAIRS,fBodyAccl_Mean-Y,-0.07880941566440677
3,WALKING_UPSTAIRS,fBodyAccl_Mean-Z,-0.5044945284745763
3,WALKING_UPSTAIRS,fBodyAccl_MeanFreq-X,-0.46124974050847456
3,WALKING_UPSTAIRS,fBodyAccl_MeanFreq-Y,-0.10001916217796611
3,WALKING_UPSTAIRS,fBodyAccl_MeanFreq-Z,-0.2788959113474576
3,WALKING_UPSTAIRS,fBodyAccl_Stdv-X,-0.2853330240508475
3,WALKING_UPSTAIRS,fBodyAccl_Stdv-Y,-0.008039875296610169
3,WALKING_UPSTAIRS,fBodyAccl_Stdv-Z,-0.3507972262711864
3,WALKING_UPSTAIRS,fBodyGyro_JerkMagMean,-0.7168777786440678
3,WALKING_UPSTAIRS,fBodyGyro_JerkMagMeanFreq,0.0753843584661017
3,WALKING_UPSTAIRS,fBodyGyro_JerkMagStdv,-0.7400334362711865
3,WALKING_UPSTAIRS,fBodyGyro_MagMean,-0.5142115837288136
3,WALKING_UPSTAIRS,fBodyGyro_MagMeanFreq,-0.17773059145932205
3,WALKING_UPSTAIRS,fBodyGyro_MagStdv,-0.4451818024305085
3,WALKING_UPSTAIRS,fBodyGyro_Mean-X,-0.37821668176271184
3,WALKING_UPSTAIRS,fBodyGyro_Mean-Y,-0.6372935083050848
3,WALKING_UPSTAIRS,fBodyGyro_Mean-Z,-0.43150336152542373
3,WALKING_UPSTAIRS,fBodyGyro_MeanFreq-X,-0.14553620441016948
3,WALKING_UPSTAIRS,fBodyGyro_MeanFreq-Y,-0.339321487559322
3,WALKING_UPSTAIRS,fBodyGyro_MeanFreq-Z,-0.10201383409491525
3,WALKING_UPSTAIRS,fBodyGyro_Stdv-X,-0.4848209913559322
3,WALKING_UPSTAIRS,fBodyGyro_Stdv-Y,-0.5560459471186441
3,WALKING_UPSTAIRS,fBodyGyro_Stdv-Z,-0.5610976496610169
3,WALKING_UPSTAIRS,tBodyAccl_JerkMagMean,-0.4369011594915254
3,WALKING_UPSTAIRS,tBodyAccl_JerkMagStdv,-0.43902059169491525
3,WALKING_UPSTAIRS,tBodyAccl_JerkMean-X,0.04268809861864407
3,WALKING_UPSTAIRS,tBodyAccl_JerkMean-Y,0.03972492704847457
3,WALKING_UPSTAIRS,tBodyAccl_JerkMean-Z,0.020820553810169493
3,WALKING_UPSTAIRS,tBodyAccl_JerkStdv-X,-0.45836461694915254
3,WALKING_UPSTAIRS,tBodyAccl_JerkStdv-Y,-0.25168036454067794
3,WALKING_UPSTAIRS,tBodyAccl_JerkStdv-Z,-0.7085517118644068
3,WALKING_UPSTAIRS,tBodyAccl_MagMean,-0.184014895
3,WALKING_UPSTAIRS,tBodyAccl_MagStdv,-0.3335974325423729
3,WALKING_UPSTAIRS,tBodyAccl_Mean-X,0.26081987306779664
3,WALKING_UPSTAIRS,tBodyAccl_Mean-Y,-0.03241094105559322
3,WALKING_UPSTAIRS,tBodyAccl_Mean-Z,-0.11006486343728814
3,WALKING_UPSTAIRS,tBodyAccl_Stdv-X,-0.31312343762711864
3,WALKING_UPSTAIRS,tBodyAccl_Stdv-Y,0.011628081337288135
3,WALKING_UPSTAIRS,tBodyAccl_Stdv-Z,-0.3697546040677966
3,WALKING_UPSTAIRS,tBodyGyro_JerkMagMean,-0.6588614013559322
3,WALKING_UPSTAIRS,tBodyGyro_JerkMagStdv,-0.718028040338983
3,WALKING_UPSTAIRS,tBodyGyro_JerkMean-X,-0.11551056949152542
3,WALKING_UPSTAIRS,tBodyGyro_JerkMean-Y,-0.040037251049152546
3,WALKING_UPSTAIRS,tBodyGyro_JerkMean-Z,-0.04981808743050847
3,WALKING_UPSTAIRS,tBodyGyro_JerkStdv-X,-0.5072707579661017
3,WALKING_UPSTAIRS,tBodyGyro_JerkStdv-Y,-0.7757741433898305
3,WALKING_UPSTAIRS,tBodyGyro_JerkStdv-Z,-0.5734339476271186
3,WALKING_UPSTAIRS,tBodyGyro_MagMean,-0.347321812220339
3,WALKING_UPSTAIRS,tBodyGyro_MagStdv,-0.4088866531864407
3,WALKING_UPSTAIRS,tBodyGyro_Mean-X,0.0721980309322034
3,WALKING_UPSTAIRS,tBodyGyro_Mean-Y,-0.13927540563728813
3,WALKING_UPSTAIRS,tBodyGyro_Mean-Z,0.021560369700000002
3,WALKING_UPSTAIRS,tBodyGyro_Stdv-X,-0.4560392625254237
3,WALKING_UPSTAIRS,tBodyGyro_Stdv-Y,-0.5827428459322034
3,WALKING_UPSTAIRS,tBodyGyro_Stdv-Z,-0.49232730508474576
3,WALKING_UPSTAIRS,tGravAccl_MagMean,-0.184014895
3,WALKING_UPSTAIRS,tGravAccl_MagStdv,-0.3335974325423729
3,WALKING_UPSTAIRS,tGravAccl_Mean-X,0.8835334361016949
3,WALKING_UPSTAIRS,tGravAccl_Mean-Y,-0.38285115372881356
3,WALKING_UPSTAIRS,tGravAccl_Mean-Z,-0.1629439552542373
3,WALKING_UPSTAIRS,tGravAccl_Stdv-X,-0.9440408193220339
3,WALKING_UPSTAIRS,tGravAccl_Stdv-Y,-0.9098259538983051
3,WALKING_UPSTAIRS,tGravAccl_Stdv-Z,-0.9094696750847457
4,LAYING,fBodyAccl_JerkMagMean,-0.9622871253703704
4,LAYING,fBodyAccl_JerkMagMeanFreq,0.2740273495740741
4,LAYING,fBodyAccl_JerkMagStdv,-0.9580371192592593
4,LAYING,fBodyAccl_JerkMean-X,-0.9785424574074074
4,LAYING,fBodyAccl_JerkMean-Y,-0.9439699872222223
4,LAYING,fBodyAccl_JerkMean-Z,-0.9753833294444444
4,LAYING,fBodyAccl_JerkMeanFreq-X,0.1824364831574074
4,LAYING,fBodyAccl_JerkMeanFreq-Y,0.09874288362962963
4,LAYING,fBodyAccl_JerkMeanFreq-Z,0.0770211165
4,LAYING,fBodyAccl_JerkStdv-X,-0.9800792925925926
4,LAYING,fBodyAccl_JerkStdv-Y,-0.9443668816666667
4,LAYING,fBodyAccl_JerkStdv-Z,-0.9802612362962964
4,LAYING,fBodyAccl_MagMean,-0.9393897012962963
4,LAYING,fBodyAccl_MagMeanFreq,0.24169789981481482
4,LAYING,fBodyAccl_MagStdv,-0.937187975962963
4,LAYING,fBodyAccl_Mean-X,-0.9588020775925926
4,LAYING,fBodyAccl_Mean-Y,-0.9388833744444445
4,LAYING,fBodyAccl_Mean-Z,-0.9675042788888889
4,LAYING,fBodyAccl_MeanFreq-X,-0.2741946187666667
4,LAYING,fBodyAccl_MeanFreq-Y,0.36623144899444443
4,LAYING,fBodyAccl_MeanFreq-Z,0.2013295919761111
4,LAYING,fBodyAccl_Stdv-X,-0.9524648814814815
4,LAYING,fBodyAccl_Stdv-Y,-0.9463809711111111
4,LAYING,fBodyAccl_Stdv-Z,-0.9621544542592593
4,LAYING,fBodyGyro_JerkMagMean,-0.9836090733333334
4,LAYING,fBodyGyro_JerkMagMeanFreq,0.20294938153703704
4,LAYING,fBodyGyro_JerkMagStdv,-0.9825436316666667
4,LAYING,fBodyGyro_MagMean,-0.9615566601851852
4,LAYING,fBodyGyro_MagMeanFreq,-0.2598519697981482
4,LAYING,fBodyGyro_MagStdv,-0.9471003251851852
4,LAYING,fBodyGyro_Mean-X,-0.9672037364814815
4,LAYING,fBodyGyro_Mean-Y,-0.972187839074074
4,LAYING,fBodyGyro_Mean-Z,-0.9614792625925926
4,LAYING,fBodyGyro_MeanFreq-X,-0.06609218239444445
4,LAYING,fBodyGyro_MeanFreq-Y,-0.526889995562963
4,LAYING,fBodyGyro_MeanFreq-Z,0.1528863116037037
4,LAYING,fBodyGyro_Stdv-X,-0.9750947394444445
4,LAYING,fBodyGyro_Stdv-Y,-0.9561825001851851
4,LAYING,fBodyGyro_Stdv-Z,-0.9658074666666667
4,LAYING,tBodyAccl_JerkMagMean,-0.9700957716666667
4,LAYING,tBodyAccl_JerkMagStdv,-0.9607864307407408
4,LAYING,tBodyAccl_JerkMean-X,0.09344942177777778
4,LAYING,tBodyAccl_JerkMean-Y,0.006933132139685185
4,LAYING,tBodyAccl_JerkMean-Z,-0.006410543287407407
4,LAYING,tBodyAccl_JerkStdv-X,-0.9783027811111111
4,LAYING,tBodyAccl_JerkStdv-Y,-0.9422094883333333
4,LAYING,tBodyAccl_JerkStdv-Z,-0.9785119842592592
4,LAYING,tBodyAccl_MagMean,-0.9545576031481482
4,LAYING,tBodyAccl_MagStdv,-0.9312922166111111
4,LAYING,tBodyAccl_Mean-X,0.2635592149814815
4,LAYING,tBodyAccl_Mean-Y,-0.015003184105555555
4,LAYING,tBodyAccl_Mean-Z,-0.11068815031481481
4,LAYING,tBodyAccl_Stdv-X,-0.9541937388888889
4,LAYING,tBodyAccl_Stdv-Y,-0.9417140424074074
4,LAYING,tBodyAccl_Stdv-Z,-0.9626673148148148
4,LAYING,tBodyGyro_JerkMagMean,-0.985068502037037
4,LAYING,tBodyGyro_JerkMagStdv,-0.9826982137037037
4,LAYING,tBodyGyro_JerkMean-X,-0.10501987768518518
4,LAYING,tBodyGyro_JerkMean-Y,-0.03812304322222222
4,LAYING,tBodyGyro_JerkMean-Z,-0.07121562883333334
4,LAYING,tBodyGyro_JerkStdv-X,-0.9751032042592592
4,LAYING,tBodyGyro_JerkStdv-Y,-0.9868556298148148
4,LAYING,tBodyGyro_JerkStdv-Z,-0.9839653598148148
4,LAYING,tBodyGyro_MagMean,-0.9302364625925926
4,LAYING,tBodyGyro_MagStdv,-0.9470317816666667
4,LAYING,tBodyGyro_Mean-X,-0.009231563472222223
4,LAYING,tBodyGyro_Mean-Y,-0.09301281807592593
4,LAYING,tBodyGyro_Mean-Z,0.1697204040925926
4,LAYING,tBodyGyro_Stdv-X,-0.9731024222222222
4,LAYING,tBodyGyro_Stdv-Y,-0.9611092918518519
4,LAYING,tBodyGyro_Stdv-Z,-0.962073755
4,LAYING,tGravAccl_MagMean,-0.9545576031481482
